order_id,order_date,customer_id,country,region,channel,product_category,product_name,unit_price,quantity,discount_rate,returned,gross_revenue,net_revenue
O596027,2023-08-22,C00066,Japan,Chubu,Mobile,Beauty,Serum,22.04,5,0.0,1,110.2,0.0
O966013,2024-08-08,C00601,USA,Northeast,Mobile,Electronics,Headphones,333.59,4,0.1,0,1334.36,1200.92
O929281,2024-10-13,C00003,Japan,Kanto,Mobile,Beauty,Cleanser,44.26,4,0.05,0,177.04,168.19
O485700,2023-04-27,C00141,Korea,Gyeonggi,Mobile,Electronics,Monitor,296.76,3,0.0,0,890.28,890.28
O433115,2024-05-10,C00029,USA,South,Mobile,Sports,Water Bottle,152.43,3,0.0,1,457.29,0.0
O369233,2023-12-22,C00031,Japan,Tohoku,Mobile,Electronics,Monitor,167.57,2,0.0,0,335.14,335.14
O720843,2024-05-03,C00052,Korea,Incheon,Mobile,Beauty,Cleanser,26.11,5,0.1,0,130.55,117.5
O995266,2025-07-22,C00123,Korea,Gyeonggi,Mobile,Home,Table,176.79,2,0.0,0,353.58,353.58
O638284,2023-03-16,C00137,UK,England,Mobile,Electronics,Headphones,347.16,5,0.05,0,1735.8,1649.01
O608615,2025-08-27,C00017,UK,England,Web,Home,Curtains,211.18,4,0.0,0,844.72,844.72
O998813,2024-03-13,C00035,Japan,Kanto,Mobile,Apparel,Jeans,99.58,5,0.1,0,497.9,448.11
O271112,2025-01-22,C00014,Germany,Hamburg,Mobile,Apparel,Sneakers,45.7,4,0.0,0,182.8,182.8
O169535,2024-02-18,C00151,Germany,Hamburg,Web,Grocery,Pasta,14.7,2,0.15,0,29.4,24.99
O185386,2023-10-30,C00004,Korea,Incheon,Store,Home,Chair,191.11,2,0.0,0,382.22,382.22
O638297,2025-01-20,C00044,USA,Northeast,Web,Home,Lamp,108.6,1,0.0,0,108.6,108.6
O906694,2024-10-31,C01064,Germany,Berlin,Web,Electronics,Smartwatch,306.37,5,0.0,0,1531.85,1531.85
O309198,2023-05-21,C01127,Korea,Busan,Store,Apparel,T-Shirt,56.78,1,0.05,0,56.78,53.94
O751654,2024-11-18,C00077,Japan,Tohoku,Web,Home,Cookware,11.52,5,0.0,1,57.6,0.0
O895766,2025-01-03,C00014,Korea,Incheon,Web,Sports,Yoga Mat,137.53,4,0.0,0,550.12,550.12
O924837,2024-01-13,C00114,Korea,Busan,Web,Electronics,Headphones,260.32,1,0.0,0,260.32,260.32
O815048,2025-06-20,C00065,Korea,Incheon,Store,Grocery,Cereal,26.22,5,0.0,0,131.1,131.1
O430582,2024-09-16,C00002,Korea,Gyeonggi,Mobile,Electronics,Smartwatch,143.86,1,0.1,0,143.86,129.47
O695654,2023-11-21,C01129,Japan,Chubu,Mobile,Beauty,Mask,98.84,1,0.0,0,98.84,98.84
O599391,2023-01-11,C00024,UK,Northern Ireland,Mobile,Electronics,Monitor,220.61,3,0.1,0,661.83,595.65
O532313,2024-10-19,C00038,Japan,Kansai,Mobile,Sports,Running Shoes,170.58,1,0.15,0,170.58,144.99
O737280,2023-07-23,C00075,Germany,Hamburg,Marketplace,Sports,Yoga Mat,139.11,1,0.05,0,139.11,132.15
O713161,2025-01-06,C00613,Germany,Berlin,Store,Grocery,Pasta,18.39,4,0.0,0,73.56,73.56
O827597,2024-05-26,C00388,Germany,Berlin,Web,Grocery,Pasta,28.15,5,0.05,0,140.75,133.71
O598903,2024-03-30,C00010,UK,England,Marketplace,Grocery,Olive Oil,24.27,1,0.1,0,24.27,21.84
O692692,2023-06-09,C00243,Japan,Kyushu,Mobile,Beauty,Serum,65.2,4,0.0,0,260.8,260.8
O358568,2024-11-24,C00594,Korea,Busan,Web,Grocery,Coffee,27.0,4,0.0,0,108.0,108.0
O525970,2023-06-11,C00240,Japan,Kansai,Web,Electronics,Mouse,80.08,1,0.0,0,80.08,80.08
O837479,2024-02-11,C00006,USA,Northeast,Mobile,Beauty,Mask,109.95,1,0.0,0,109.95,109.95
O794455,2025-03-25,C00088,Germany,Bavaria,Web,Grocery,Cereal,15.4,3,0.0,0,46.2,46.2
O561317,2025-06-15,C00485,UK,England,Mobile,Home,Table,63.93,4,0.0,0,255.72,255.72
O610225,2025-08-21,C00009,Korea,Incheon,Web,Grocery,Tea,31.56,2,0.05,0,63.12,59.96
O331406,2025-07-22,C00087,Korea,Daegu,Mobile,Beauty,Moisturizer,33.9,3,0.0,0,101.7,101.7
O444589,2024-06-25,C00186,UK,Wales,Web,Home,Table,248.98,3,0.0,0,746.94,746.94
O697914,2023-07-15,C00153,Germany,Bavaria,Store,Apparel,Jacket,71.77,4,0.15,0,287.08,244.02
O204009,2025-03-28,C00004,Germany,North Rhine-Westphalia,Web,Electronics,Keyboard,153.82,2,0.0,0,307.64,307.64
O116777,2025-02-19,C00017,USA,Midwest,Web,Grocery,Tea,5.3,4,0.0,0,21.2,21.2
O639898,2025-08-22,C00095,USA,Northeast,Web,Sports,Running Shoes,20.7,5,0.0,0,103.5,103.5
O748079,2024-09-26,C00010,Korea,Seoul,Mobile,Home,Cookware,32.83,3,0.0,0,98.49,98.49
O982651,2023-05-18,C00025,Germany,North Rhine-Westphalia,Mobile,Grocery,Cereal,3.19,4,0.05,0,12.76,12.12
O523301,2024-05-04,C00042,Korea,Busan,Mobile,Apparel,Jacket,59.16,1,0.0,0,59.16,59.16
O210951,2024-03-12,C00001,UK,Scotland,Web,Sports,Dumbbell,76.57,5,0.15,0,382.85,325.42
O670882,2025-04-01,C00074,Japan,Kanto,Store,Home,Table,113.22,2,0.15,0,226.44,192.47
O377167,2024-01-18,C01166,USA,South,Mobile,Beauty,Moisturizer,34.09,1,0.0,0,34.09,34.09
O241495,2023-11-17,C00040,Korea,Daegu,Web,Electronics,Smartwatch,71.96,3,0.1,0,215.88,194.29
O659020,2023-03-19,C00017,Germany,North Rhine-Westphalia,Mobile,Beauty,Cleanser,15.97,2,0.05,0,31.94,30.34
O746426,2025-03-24,C00015,Germany,Hamburg,Mobile,Sports,Jersey,49.89,3,0.1,0,149.67,134.7
O149498,2025-01-05,C00076,UK,Wales,Mobile,Grocery,Olive Oil,14.71,5,0.0,0,73.55,73.55
O750947,2023-02-10,C00054,Germany,Bavaria,Web,Home,Curtains,45.52,3,0.05,0,136.56,129.73
O616840,2024-02-27,C00553,Korea,Busan,Web,Electronics,Monitor,177.79,2,0.0,0,355.58,355.58
O767430,2024-04-12,C00156,Korea,Incheon,Mobile,Electronics,Monitor,372.78,5,0.0,0,1863.9,1863.9
O666992,2024-04-02,C00038,UK,Scotland,Web,Electronics,Monitor,141.56,2,0.15,0,283.12,240.65
O520479,2025-06-14,C00035,USA,South,Web,Apparel,Jacket,37.73,5,0.0,0,188.65,188.65
O400721,2023-05-27,C00092,Japan,Kanto,Marketplace,Sports,Dumbbell,150.27,5,0.0,0,751.35,751.35
O676455,2023-10-26,C00015,UK,Scotland,Mobile,Apparel,Sneakers,81.27,3,0.0,0,243.81,243.81
O279598,2023-06-26,C00044,Germany,Berlin,Web,Electronics,Mouse,66.54,4,0.15,0,266.16,226.24
O594329,2023-08-26,C00018,Japan,Kyushu,Web,Electronics,Smartwatch,325.73,4,0.0,0,1302.92,1302.92
O777635,2025-06-02,C00076,Germany,Bavaria,Mobile,Home,Curtains,181.68,5,0.0,1,908.4,0.0
O309771,2025-07-05,C00092,Germany,Bavaria,Web,Beauty,Mask,117.46,3,0.05,0,352.38,334.76
O176877,2023-02-13,C00508,Germany,North Rhine-Westphalia,Web,Apparel,Jacket,141.67,3,0.0,1,425.01,0.0
O120720,2024-09-07,C00014,UK,Scotland,Web,Home,Table,150.22,2,0.0,0,300.44,300.44
O599407,2023-08-15,C00703,USA,South,Mobile,Apparel,Sneakers,107.61,3,0.05,0,322.83,306.69
O472218,2023-07-07,C00086,USA,South,Mobile,Sports,Water Bottle,97.18,4,0.2,0,388.72,310.98
O688763,2023-10-12,C00258,Germany,Berlin,Web,Electronics,Smartwatch,360.96,3,0.1,0,1082.88,974.59
O833424,2023-07-09,C00134,Japan,Chubu,Web,Apparel,Jeans,89.63,2,0.0,0,179.26,179.26
O981056,2024-04-22,C00459,Japan,Kansai,Mobile,Beauty,Cleanser,44.46,3,0.0,0,133.38,133.38
O390013,2025-08-27,C00179,UK,Scotland,Mobile,Grocery,Tea,3.35,3,0.1,0,10.05,9.05
O201167,2024-07-25,C00001,Korea,Daegu,Mobile,Home,Lamp,150.75,1,0.0,1,150.75,0.0
O774100,2024-12-05,C00036,USA,Midwest,Web,Electronics,Monitor,233.9,4,0.1,0,935.6,842.04
O117216,2024-04-25,C00850,Korea,Seoul,Mobile,Beauty,Mask,98.93,5,0.0,0,494.65,494.65
O675698,2023-01-14,C00052,Korea,Gyeonggi,Marketplace,Apparel,Jacket,40.25,2,0.15,1,80.5,0.0
O347614,2023-03-23,C00458,USA,South,Mobile,Apparel,T-Shirt,125.08,2,0.0,0,250.16,250.16
O417937,2023-09-19,C00575,UK,Scotland,Web,Grocery,Tea,3.57,1,0.15,1,3.57,0.0
O211468,2023-08-26,C00025,USA,Midwest,Mobile,Grocery,Cereal,24.73,3,0.0,0,74.19,74.19
O100518,2025-03-29,C00540,Japan,Kyushu,Web,Apparel,T-Shirt,68.58,3,0.1,0,205.74,185.17
O274567,2025-04-01,C00033,Korea,Seoul,Web,Beauty,Sunscreen,45.13,5,0.0,0,225.65,225.65
O487905,2025-04-11,C00001,Japan,Kansai,Web,Beauty,Moisturizer,56.53,5,0.05,0,282.65,268.52
O364504,2024-09-13,C00214,UK,England,Marketplace,Grocery,Cereal,11.27,4,0.0,0,45.08,45.08
O453564,2024-06-25,C00437,Korea,Incheon,Web,Grocery,Pasta,9.79,2,0.0,0,19.58,19.58
O200605,2024-09-24,C00052,Korea,Incheon,Store,Home,Table,203.23,1,0.0,0,203.23,203.23
O224868,2024-02-01,C00008,Japan,Kyushu,Mobile,Electronics,Monitor,129.72,3,0.0,0,389.16,389.16
O772785,2024-10-14,C00136,USA,West,Mobile,Electronics,Smartwatch,307.94,4,0.2,1,1231.76,0.0
O836854,2025-02-12,C00275,UK,Wales,Web,Electronics,Mouse,298.98,1,0.1,0,298.98,269.08
O765983,2025-01-13,C00171,USA,Northeast,Mobile,Sports,Water Bottle,18.95,3,0.1,0,56.85,51.16
O959933,2024-08-20,C00029,Germany,Hamburg,Web,Sports,Jersey,195.26,1,0.0,0,195.26,195.26
O758301,2023-02-26,C00031,Japan,Kanto,Mobile,Sports,Running Shoes,176.19,2,0.0,0,352.38,352.38
O209118,2024-12-07,C00093,Japan,Kyushu,Web,Electronics,Monitor,328.62,2,0.0,1,657.24,0.0
O763377,2023-12-24,C00009,Germany,Bavaria,Web,Electronics,Keyboard,333.22,1,0.0,0,333.22,333.22
O307846,2024-12-25,C00506,Japan,Chubu,Mobile,Apparel,Jeans,93.64,2,0.05,0,187.28,177.92
O799499,2024-06-09,C00004,USA,South,Web,Beauty,Serum,119.26,4,0.1,0,477.04,429.34
O669246,2025-05-08,C00064,Korea,Seoul,Web,Electronics,Monitor,112.7,5,0.0,1,563.5,0.0
O862196,2023-11-26,C00545,Japan,Kanto,Marketplace,Beauty,Cleanser,16.1,4,0.0,1,64.4,0.0
O955774,2025-06-26,C00083,USA,South,Web,Grocery,Cereal,29.05,2,0.0,0,58.1,58.1
O719735,2025-04-02,C00313,UK,England,Web,Electronics,Smartwatch,152.88,5,0.0,0,764.4,764.4
O940598,2023-11-19,C00013,Japan,Kyushu,Web,Sports,Jersey,138.51,3,0.0,0,415.53,415.53
O586282,2024-04-15,C00050,UK,Wales,Web,Beauty,Cleanser,51.87,2,0.0,0,103.74,103.74
O938208,2024-06-01,C00238,USA,Midwest,Mobile,Grocery,Olive Oil,15.34,5,0.0,0,76.7,76.7
O180120,2025-01-18,C00641,Germany,Hamburg,Web,Apparel,Jacket,135.59,2,0.0,0,271.18,271.18
O496130,2024-11-02,C00160,Japan,Tohoku,Mobile,Apparel,Sneakers,34.18,4,0.1,0,136.72,123.05
O786483,2025-04-09,C00014,UK,Scotland,Mobile,Electronics,Mouse,116.14,1,0.2,0,116.14,92.91
O987311,2023-12-27,C00006,Japan,Kanto,Web,Sports,Running Shoes,150.91,2,0.0,0,301.82,301.82
O882207,2024-05-06,C00493,UK,England,Marketplace,Grocery,Tea,31.96,5,0.0,1,159.8,0.0
O428196,2024-02-24,C00096,Germany,Bavaria,Marketplace,Electronics,Mouse,341.28,2,0.0,1,682.56,0.0
O665131,2025-06-04,C00009,Korea,Incheon,Web,Home,Cookware,65.48,5,0.1,1,327.4,0.0
O178029,2023-10-25,C00064,Japan,Chubu,Web,Sports,Dumbbell,195.48,3,0.05,0,586.44,557.12
O204311,2024-07-25,C00005,Germany,North Rhine-Westphalia,Web,Sports,Yoga Mat,138.79,5,0.05,0,693.95,659.25
O733994,2023-04-28,C00004,Japan,Kansai,Web,Grocery,Coffee,33.46,3,0.05,0,100.38,95.36
O381698,2025-04-08,C00766,Germany,Hamburg,Mobile,Sports,Running Shoes,26.25,3,0.15,0,78.75,66.94
O600565,2024-01-10,C00091,Germany,North Rhine-Westphalia,Mobile,Grocery,Tea,16.21,2,0.0,0,32.42,32.42
O285677,2023-11-28,C00014,Korea,Daegu,Web,Grocery,Pasta,22.42,2,0.0,0,44.84,44.84
O819501,2024-07-21,C00616,Korea,Busan,Web,Grocery,Cereal,24.35,5,0.0,0,121.75,121.75
O177407,2024-04-30,C01193,Korea,Daegu,Web,Home,Lamp,33.78,3,0.0,0,101.34,101.34
O658996,2025-04-05,C00627,Korea,Busan,Marketplace,Home,Lamp,139.28,3,0.0,0,417.84,417.84
O709440,2024-06-01,C00290,Japan,Kansai,Marketplace,Home,Chair,169.72,2,0.15,1,339.44,0.0
O838581,2024-05-18,C00970,Korea,Busan,Web,Grocery,Pasta,16.38,4,0.05,0,65.52,62.24
O329884,2023-04-13,C00010,Germany,Berlin,Mobile,Apparel,Jacket,82.6,2,0.15,0,165.2,140.42
O409501,2023-01-22,C00604,Korea,Incheon,Mobile,Sports,Yoga Mat,72.85,2,0.15,0,145.7,123.84
O600348,2024-01-24,C00029,Germany,North Rhine-Westphalia,Mobile,Beauty,Serum,105.5,1,0.05,0,105.5,100.22
O359142,2025-08-30,C00001,UK,Wales,Mobile,Electronics,Headphones,259.72,5,0.15,0,1298.6,1103.81
O762846,2025-06-12,C00001,Germany,North Rhine-Westphalia,Store,Home,Cookware,142.31,1,0.1,0,142.31,128.08
O781520,2024-09-04,C00009,USA,Midwest,Web,Apparel,T-Shirt,142.49,5,0.0,0,712.45,712.45
O780109,2024-09-06,C00347,Korea,Incheon,Web,Sports,Water Bottle,150.31,2,0.05,1,300.62,0.0
O547946,2024-01-17,C00672,UK,England,Marketplace,Home,Table,77.16,1,0.2,0,77.16,61.73
O665026,2023-06-22,C00005,Korea,Busan,Web,Home,Lamp,164.02,5,0.1,0,820.1,738.09
O261455,2023-01-09,C00504,USA,West,Web,Electronics,Mouse,386.57,4,0.1,0,1546.28,1391.65
O277861,2023-11-27,C00303,USA,Midwest,Mobile,Electronics,Keyboard,58.25,4,0.0,0,233.0,233.0
O437516,2023-11-05,C00002,Germany,North Rhine-Westphalia,Mobile,Sports,Running Shoes,142.33,3,0.1,0,426.99,384.29
O286142,2023-07-06,C00265,USA,Midwest,Mobile,Grocery,Coffee,8.8,4,0.0,0,35.2,35.2
O820591,2023-09-10,C00002,Germany,Hamburg,Mobile,Apparel,Jacket,125.22,1,0.05,0,125.22,118.96
O331879,2023-01-25,C00016,UK,Wales,Mobile,Sports,Water Bottle,145.26,2,0.05,0,290.52,275.99
O931529,2024-08-15,C00084,Korea,Busan,Web,Beauty,Serum,112.94,3,0.05,0,338.82,321.88
O469845,2025-06-22,C00721,UK,Scotland,Mobile,Home,Table,170.7,4,0.0,0,682.8,682.8
O784289,2024-11-03,C00004,Japan,Kyushu,Mobile,Home,Curtains,14.13,3,0.05,0,42.39,40.27
O168556,2024-03-12,C00028,UK,Northern Ireland,Store,Sports,Yoga Mat,118.15,3,0.0,0,354.45,354.45
O746312,2024-02-14,C00109,Japan,Kansai,Web,Grocery,Olive Oil,36.44,4,0.0,0,145.76,145.76
O510188,2023-10-27,C00278,UK,Wales,Web,Home,Table,65.75,1,0.0,0,65.75,65.75
O830482,2023-05-19,C00747,Korea,Busan,Mobile,Home,Chair,29.9,3,0.05,0,89.7,85.22
O262855,2024-08-05,C00058,UK,England,Web,Sports,Running Shoes,161.74,2,0.0,0,323.48,323.48
O280477,2024-07-05,C00491,Japan,Tohoku,Web,Beauty,Sunscreen,64.28,3,0.0,0,192.84,192.84
O876407,2023-01-08,C00138,USA,Northeast,Store,Home,Curtains,21.42,1,0.15,0,21.42,18.21
O621622,2024-02-09,C00010,UK,England,Mobile,Home,Curtains,77.18,5,0.0,0,385.9,385.9
O605990,2023-09-28,C00111,Japan,Kyushu,Web,Beauty,Serum,44.6,5,0.15,0,223.0,189.55
O634766,2023-06-15,C00022,Korea,Daegu,Web,Electronics,Monitor,283.75,5,0.0,0,1418.75,1418.75
O422013,2024-11-15,C00226,Japan,Tohoku,Web,Electronics,Headphones,215.06,5,0.0,0,1075.3,1075.3
O951338,2024-05-27,C00018,Korea,Seoul,Mobile,Beauty,Sunscreen,62.57,4,0.1,0,250.28,225.25
O598919,2024-09-09,C00016,Korea,Busan,Mobile,Apparel,Jeans,123.89,2,0.0,0,247.78,247.78
O113774,2024-11-25,C00884,Germany,Bavaria,Web,Beauty,Serum,39.18,1,0.2,0,39.18,31.34
O357788,2025-08-14,C00719,Korea,Busan,Web,Sports,Water Bottle,151.9,4,0.0,0,607.6,607.6
O973469,2025-02-20,C00052,Japan,Chubu,Web,Apparel,Sneakers,64.62,5,0.1,0,323.1,290.79
O537547,2024-08-27,C00321,Japan,Chubu,Web,Home,Curtains,110.41,2,0.0,0,220.82,220.82
O753465,2025-05-06,C01086,UK,Northern Ireland,Web,Grocery,Tea,23.57,5,0.1,0,117.85,106.06
O116768,2024-04-10,C00003,UK,Wales,Mobile,Electronics,Keyboard,293.48,1,0.0,0,293.48,293.48
O120194,2025-08-17,C00129,Korea,Busan,Web,Sports,Water Bottle,208.6,2,0.05,0,417.2,396.34
O284074,2025-01-11,C00015,Japan,Kanto,Web,Apparel,Jeans,51.32,4,0.0,0,205.28,205.28
O566930,2024-09-25,C00390,Japan,Kansai,Mobile,Grocery,Cereal,6.84,3,0.1,0,20.52,18.47
O648522,2025-05-29,C00004,UK,Northern Ireland,Web,Home,Curtains,112.91,4,0.0,1,451.64,0.0
O162805,2024-05-16,C00366,Germany,Berlin,Web,Electronics,Smartwatch,241.35,2,0.0,0,482.7,482.7
O925048,2024-12-02,C00010,Germany,Hamburg,Web,Sports,Yoga Mat,59.42,4,0.05,0,237.68,225.8
O643054,2023-10-05,C00054,Korea,Busan,Web,Electronics,Mouse,361.67,2,0.0,0,723.34,723.34
O416317,2025-07-27,C00422,Germany,North Rhine-Westphalia,Web,Home,Table,201.72,1,0.1,0,201.72,181.55
O506446,2024-08-30,C00003,Japan,Chubu,Mobile,Beauty,Mask,63.29,3,0.05,0,189.87,180.38
O555252,2025-01-31,C00802,Germany,North Rhine-Westphalia,Web,Sports,Running Shoes,105.61,3,0.0,0,316.83,316.83
O795182,2024-03-24,C00011,USA,West,Mobile,Home,Cookware,19.78,3,0.1,0,59.34,53.41
O183541,2025-04-24,C00070,Korea,Seoul,Mobile,Grocery,Tea,22.86,1,0.0,0,22.86,22.86
O621485,2023-03-14,C00269,Germany,Berlin,Web,Home,Cookware,152.98,3,0.05,0,458.94,435.99
O570616,2023-04-22,C00005,Germany,North Rhine-Westphalia,Web,Home,Table,223.99,1,0.0,0,223.99,223.99
O807741,2024-05-08,C00131,USA,Northeast,Web,Home,Cookware,130.26,5,0.0,0,651.3,651.3
O424021,2024-12-14,C00076,Japan,Chubu,Web,Sports,Dumbbell,44.73,1,0.1,0,44.73,40.26
O431907,2025-02-27,C00115,Japan,Kansai,Mobile,Beauty,Cleanser,28.17,5,0.15,0,140.85,119.72
O826618,2024-03-04,C00179,UK,Wales,Web,Electronics,Mouse,105.95,1,0.15,0,105.95,90.06
O871197,2024-09-24,C00043,Korea,Daegu,Store,Sports,Running Shoes,207.22,4,0.1,0,828.88,745.99
O841172,2024-06-22,C00020,Korea,Seoul,Mobile,Home,Lamp,200.41,2,0.0,0,400.82,400.82
O879674,2025-07-25,C00009,Germany,Berlin,Mobile,Home,Curtains,207.94,1,0.0,0,207.94,207.94
O192185,2024-09-29,C00853,Korea,Daegu,Mobile,Electronics,Mouse,344.15,2,0.0,0,688.3,688.3
O689894,2024-02-11,C00038,Korea,Daegu,Mobile,Grocery,Coffee,6.54,1,0.05,0,6.54,6.21
O719203,2025-08-02,C00018,Germany,Berlin,Marketplace,Electronics,Mouse,295.76,4,0.0,0,1183.04,1183.04
O337345,2023-04-15,C00002,USA,South,Marketplace,Grocery,Olive Oil,29.06,5,0.2,0,145.3,116.24
O508108,2025-08-16,C00296,Germany,North Rhine-Westphalia,Web,Electronics,Headphones,128.69,2,0.0,1,257.38,0.0
O992286,2023-05-31,C00082,Japan,Chubu,Web,Beauty,Mask,62.95,3,0.0,0,188.85,188.85
O225342,2023-10-08,C00009,USA,Northeast,Web,Electronics,Monitor,281.85,1,0.1,0,281.85,253.67
O835959,2025-03-11,C00660,USA,South,Web,Home,Chair,225.36,3,0.0,0,676.08,676.08
O386148,2024-12-15,C00828,Germany,Bavaria,Mobile,Grocery,Olive Oil,7.09,5,0.0,0,35.45,35.45
O866485,2025-08-03,C00614,Japan,Kanto,Web,Beauty,Mask,107.93,3,0.05,0,323.79,307.6
O581174,2024-12-31,C00100,Japan,Chubu,Mobile,Beauty,Mask,111.31,5,0.2,0,556.55,445.24
O110396,2024-09-12,C00032,Germany,Bavaria,Mobile,Electronics,Monitor,373.26,4,0.0,0,1493.04,1493.04
O198172,2023-12-04,C00007,Germany,Hamburg,Web,Grocery,Tea,3.18,1,0.0,0,3.18,3.18
O843529,2023-01-05,C00033,UK,Northern Ireland,Mobile,Home,Lamp,63.04,1,0.0,0,63.04,63.04
O812420,2023-05-01,C00134,Korea,Daegu,Web,Beauty,Cleanser,85.42,2,0.05,0,170.84,162.3
O295984,2023-10-18,C00012,UK,Northern Ireland,Mobile,Grocery,Cereal,14.9,5,0.0,0,74.5,74.5
O677315,2023-02-09,C00056,Korea,Seoul,Mobile,Beauty,Cleanser,14.84,1,0.05,0,14.84,14.1
O557430,2024-05-09,C00107,Germany,North Rhine-Westphalia,Web,Sports,Dumbbell,170.69,1,0.0,0,170.69,170.69
O148442,2025-01-27,C00265,Japan,Chubu,Mobile,Apparel,Cap,18.86,5,0.15,0,94.3,80.16
O733856,2025-07-27,C00004,UK,Scotland,Web,Home,Chair,117.05,1,0.05,0,117.05,111.2
O243481,2024-04-21,C00569,Korea,Gyeonggi,Mobile,Beauty,Moisturizer,114.13,2,0.05,0,228.26,216.85
O469262,2025-05-02,C00054,UK,Wales,Mobile,Apparel,Jeans,74.43,4,0.0,0,297.72,297.72
O107242,2025-08-17,C00112,Korea,Daegu,Web,Home,Chair,228.85,1,0.0,0,228.85,228.85
O319260,2025-04-17,C00859,Germany,Bavaria,Mobile,Sports,Running Shoes,97.07,1,0.0,0,97.07,97.07
O942497,2024-03-28,C00008,USA,Northeast,Store,Grocery,Olive Oil,15.83,4,0.05,0,63.32,60.15
O550163,2023-11-13,C00628,Japan,Tohoku,Mobile,Sports,Dumbbell,34.34,1,0.0,0,34.34,34.34
O751206,2025-08-10,C00400,Japan,Kanto,Mobile,Grocery,Coffee,16.25,4,0.0,0,65.0,65.0
O369789,2023-08-24,C01161,Germany,Hamburg,Mobile,Grocery,Olive Oil,15.47,3,0.0,0,46.41,46.41
O138981,2024-02-05,C00037,Japan,Kyushu,Web,Apparel,Sneakers,129.28,2,0.0,0,258.56,258.56
O653787,2023-03-14,C00005,Korea,Gyeonggi,Mobile,Grocery,Olive Oil,37.04,4,0.0,0,148.16,148.16
O316316,2025-02-12,C00001,USA,Northeast,Store,Beauty,Moisturizer,10.46,2,0.05,0,20.92,19.87
O198736,2024-09-24,C00374,Korea,Daegu,Web,Grocery,Olive Oil,6.64,5,0.1,0,33.2,29.88
O544940,2023-03-24,C00006,Japan,Kyushu,Web,Beauty,Sunscreen,80.04,3,0.0,0,240.12,240.12
O467485,2023-08-05,C00021,Germany,Bavaria,Web,Electronics,Monitor,219.66,4,0.1,0,878.64,790.78
O204441,2024-06-25,C01118,Germany,Bavaria,Web,Beauty,Sunscreen,41.25,2,0.0,0,82.5,82.5
O632441,2024-06-10,C00049,Germany,North Rhine-Westphalia,Web,Sports,Running Shoes,66.06,5,0.2,0,330.3,264.24
O501282,2025-02-20,C00012,UK,Scotland,Web,Electronics,Keyboard,128.64,2,0.05,0,257.28,244.42
O991468,2023-09-17,C00299,Japan,Kansai,Mobile,Beauty,Moisturizer,66.85,3,0.0,0,200.55,200.55
O180087,2025-06-19,C00017,USA,Midwest,Web,Beauty,Sunscreen,9.96,5,0.05,0,49.8,47.31
O545911,2024-03-08,C00084,Korea,Daegu,Web,Home,Table,187.33,5,0.0,0,936.65,936.65
O814043,2025-03-12,C00007,UK,England,Mobile,Sports,Running Shoes,74.48,4,0.0,0,297.92,297.92
O483296,2023-08-21,C00055,USA,South,Web,Electronics,Keyboard,199.39,4,0.0,0,797.56,797.56
O287915,2023-02-06,C00004,Japan,Chubu,Web,Home,Lamp,136.49,4,0.2,0,545.96,436.77
O990290,2023-02-23,C00335,Germany,Bavaria,Mobile,Grocery,Pasta,10.82,3,0.15,0,32.46,27.59
O392698,2023-12-30,C00031,Japan,Kanto,Marketplace,Beauty,Mask,106.97,4,0.05,0,427.88,406.49
O932845,2025-07-17,C00023,Korea,Incheon,Mobile,Apparel,Jacket,107.08,3,0.1,0,321.24,289.12
O856739,2023-02-17,C01159,Germany,Bavaria,Web,Electronics,Monitor,354.6,3,0.0,0,1063.8,1063.8
O705669,2023-12-26,C00461,USA,Midwest,Web,Beauty,Sunscreen,61.25,2,0.05,0,122.5,116.38
O795958,2023-04-17,C00096,Germany,North Rhine-Westphalia,Marketplace,Grocery,Cereal,19.0,2,0.0,0,38.0,38.0
O590295,2025-06-26,C00878,USA,Northeast,Mobile,Electronics,Keyboard,133.0,1,0.0,0,133.0,133.0
O701983,2024-10-19,C00011,UK,Scotland,Mobile,Electronics,Monitor,240.69,4,0.15,0,962.76,818.35
O343805,2025-01-12,C00107,USA,West,Mobile,Home,Lamp,152.36,1,0.1,0,152.36,137.12
O150312,2024-11-25,C00806,Japan,Kyushu,Web,Apparel,Jeans,71.69,1,0.15,0,71.69,60.94
O661466,2024-10-01,C00105,Japan,Chubu,Web,Electronics,Headphones,100.88,2,0.05,0,201.76,191.67
O822865,2025-01-23,C00021,Germany,Bavaria,Mobile,Apparel,Sneakers,51.87,1,0.0,0,51.87,51.87
O850575,2023-01-08,C00416,Japan,Kanto,Store,Beauty,Serum,9.6,4,0.1,0,38.4,34.56
O785892,2025-04-22,C00006,Korea,Busan,Web,Sports,Dumbbell,78.38,1,0.0,1,78.38,0.0
O983427,2024-12-21,C00007,Japan,Kanto,Mobile,Apparel,T-Shirt,93.4,3,0.15,0,280.2,238.17
O635112,2024-12-21,C00264,Korea,Gyeonggi,Web,Sports,Yoga Mat,210.79,4,0.0,0,843.16,843.16
O253873,2024-01-19,C00003,USA,West,Marketplace,Sports,Running Shoes,49.0,3,0.1,0,147.0,132.3
O284752,2025-02-19,C00002,Japan,Kyushu,Web,Electronics,Mouse,69.41,3,0.1,0,208.23,187.41
O346650,2024-01-07,C00033,USA,Northeast,Mobile,Grocery,Pasta,13.96,2,0.0,0,27.92,27.92
